net.minecraft.GameVersion,net.minecraft.util.MinecraftVersion
net.minecraft.entity.ai.brain.schedule.ScheduleBuilder.C_1263_a,net.minecraft.entity.ai.brain.schedule.ScheduleBuilder.ActivityEntry
net.minecraft.entity.ai.brain.sensor.SecondaryPoisSensor,net.minecraft.entity.ai.brain.sensor.SecondaryPositionSensor
net.minecraft.entity.ai.brain.sensor.Sensor,net.minecraft.entity.ai.brain.sensor.Sensor
net.minecraft.entity.ai.brain.task.FindWalkTarget,net.minecraft.entity.ai.brain.task.FindWalkTargetTask
net.minecraft.entity.ai.brain.task.GoOutsideAfterRaid,net.minecraft.entity.ai.brain.task.GoOutsideAfterRaidTask
net.minecraft.entity.ai.brain.task.Task,net.minecraft.entity.ai.brain.task.Task
net.minecraft.entity.ai.brain.task.Task.Status,net.minecraft.entity.ai.brain.task.Task.Status
net.minecraft.entity.ai.brain.task.WalkRandomly,net.minecraft.entity.ai.brain.task.WalkRandomlyTask
net.minecraft.entity.ai.brain.task.WalkToVillagerBabies,net.minecraft.entity.ai.brain.task.WalkToVillagerBabiesTask
net.minecraft.entity.ai.brain.task.WalkTowardsLookTarget,net.minecraft.entity.ai.brain.task.WalkTowardsLookTargetTask
net.minecraft.entity.ai.brain.task.WalkTowardsPos,net.minecraft.entity.ai.brain.task.WalkTowardsPosTask
net.minecraft.entity.ai.brain.task.WalkTowardsRandomSecondaryPos,net.minecraft.entity.ai.brain.task.WalkTowardsRandomSecondaryPosTask
net.minecraft.entity.boss.EntityDragon,net.minecraft.entity.boss.dragon.EnderDragonEntity
net.minecraft.entity.boss.EntityWither,net.minecraft.entity.boss.WitherEntity
net.minecraft.entity.boss.EntityWither.AIDoNothing,net.minecraft.entity.boss.WitherEntity.DoNothingGoal
net.minecraft.entity.boss.dragon.DragonEntityPart,net.minecraft.entity.boss.dragon.EnderDragonPartEntity
net.minecraft.entity.boss.dragon.phase.PhaseBase,net.minecraft.entity.boss.dragon.phase.Phase
net.minecraft.entity.boss.dragon.phase.PhaseChargingPlayer,net.minecraft.entity.boss.dragon.phase.ChargingPlayerPhase
net.minecraft.entity.boss.dragon.phase.PhaseDying,net.minecraft.entity.boss.dragon.phase.DyingPhase
net.minecraft.entity.boss.dragon.phase.PhaseHoldingPattern,net.minecraft.entity.boss.dragon.phase.HoldingPatternPhase
net.minecraft.entity.boss.dragon.phase.PhaseHover,net.minecraft.entity.boss.dragon.phase.HoverPhase
net.minecraft.entity.boss.dragon.phase.PhaseLanding,net.minecraft.entity.boss.dragon.phase.LandingPhase
net.minecraft.entity.boss.dragon.phase.PhaseLandingApproach,net.minecraft.entity.boss.dragon.phase.LandingApproachPhase
net.minecraft.entity.boss.dragon.phase.PhaseSittingAttacking,net.minecraft.entity.boss.dragon.phase.AttackingSittingPhase
net.minecraft.entity.boss.dragon.phase.PhaseSittingBase,net.minecraft.entity.boss.dragon.phase.SittingPhase
net.minecraft.entity.boss.dragon.phase.PhaseSittingFlaming,net.minecraft.entity.boss.dragon.phase.FlamingSittingPhase
net.minecraft.entity.boss.dragon.phase.PhaseSittingScanning,net.minecraft.entity.boss.dragon.phase.ScanningSittingPhase
net.minecraft.entity.boss.dragon.phase.PhaseStrafePlayer,net.minecraft.entity.boss.dragon.phase.StrafePlayerPhase
net.minecraft.entity.boss.dragon.phase.PhaseTakeoff,net.minecraft.entity.boss.dragon.phase.TakeoffPhase
net.minecraft.entity.effect.EntityLightningBolt,net.minecraft.entity.effect.LightningBoltEntity
net.minecraft.entity.item.EntityArmorStand,net.minecraft.entity.item.ArmorStandEntity
net.minecraft.entity.item.EntityBoat,net.minecraft.entity.item.BoatEntity
net.minecraft.entity.item.EntityBoat.Status,net.minecraft.entity.item.BoatEntity.Status
net.minecraft.entity.item.EntityBoat.Type,net.minecraft.entity.item.BoatEntity.Type
net.minecraft.entity.item.EntityEnderCrystal,net.minecraft.entity.item.EnderCrystalEntity
net.minecraft.entity.item.EntityEnderEye,net.minecraft.entity.item.EyeOfEnderEntity
net.minecraft.entity.item.EntityEnderPearl,net.minecraft.entity.item.EnderPearlEntity
net.minecraft.entity.item.EntityExpBottle,net.minecraft.entity.item.ExperienceBottleEntity
net.minecraft.entity.item.EntityFallingBlock,net.minecraft.entity.item.FallingBlockEntity
net.minecraft.entity.item.EntityFireworkRocket,net.minecraft.entity.item.FireworkRocketEntity
net.minecraft.entity.item.EntityItem,net.minecraft.entity.item.ItemEntity
net.minecraft.entity.item.EntityItemFrame,net.minecraft.entity.item.ItemFrameEntity
net.minecraft.entity.item.EntityMinecart,net.minecraft.entity.item.minecart.AbstractMinecartEntity
net.minecraft.entity.item.EntityMinecart.Type,net.minecraft.entity.item.minecart.AbstractMinecartEntity.Type
net.minecraft.entity.item.EntityMinecartChest,net.minecraft.entity.item.minecart.ChestMinecartEntity
net.minecraft.entity.item.EntityMinecartCommandBlock,net.minecraft.entity.item.minecart.MinecartCommandBlockEntity
net.minecraft.entity.item.EntityMinecartCommandBlock.MinecartCommandLogic,net.minecraft.entity.item.minecart.MinecartCommandBlockEntity.MinecartCommandLogic
net.minecraft.entity.item.EntityMinecartContainer,net.minecraft.entity.item.minecart.ContainerMinecartEntity
net.minecraft.entity.item.EntityMinecartEmpty,net.minecraft.entity.item.minecart.MinecartEntity
net.minecraft.entity.item.EntityMinecartFurnace,net.minecraft.entity.item.minecart.FurnaceMinecartEntity
net.minecraft.entity.item.EntityMinecartHopper,net.minecraft.entity.item.minecart.HopperMinecartEntity
net.minecraft.entity.item.EntityMinecartMobSpawner,net.minecraft.entity.item.minecart.SpawnerMinecartEntity
net.minecraft.entity.item.EntityMinecartTNT,net.minecraft.entity.item.minecart.TNTMinecartEntity
net.minecraft.entity.item.EntityPainting,net.minecraft.entity.item.PaintingEntity
net.minecraft.entity.item.EntityTNTPrimed,net.minecraft.entity.item.TNTEntity
net.minecraft.entity.item.EntityXPOrb,net.minecraft.entity.item.ExperienceOrbEntity
net.minecraft.entity.monster.AbstractIllager,net.minecraft.entity.monster.AbstractIllagerEntity
net.minecraft.entity.monster.AbstractIllager.AIOpenDoor,net.minecraft.entity.monster.AbstractIllagerEntity.RaidOpenDoorGoal
net.minecraft.entity.monster.AbstractIllager.IllagerArmPose,net.minecraft.entity.monster.AbstractIllagerEntity.ArmPose
net.minecraft.entity.monster.AbstractSkeleton,net.minecraft.entity.monster.AbstractSkeletonEntity
net.minecraft.entity.monster.EntityBlaze,net.minecraft.entity.monster.BlazeEntity
net.minecraft.entity.monster.EntityBlaze.AIFireballAttack,net.minecraft.entity.monster.BlazeEntity.FireballAttackGoal
net.minecraft.entity.monster.EntityCaveSpider,net.minecraft.entity.monster.CaveSpiderEntity
net.minecraft.entity.monster.EntityCreeper,net.minecraft.entity.monster.CreeperEntity
net.minecraft.entity.monster.EntityDrowned,net.minecraft.entity.monster.DrownedEntity
net.minecraft.entity.monster.EntityDrowned.AIAttack,net.minecraft.entity.monster.DrownedEntity.AttackGoal
net.minecraft.entity.monster.EntityDrowned.AIGoToBeach,net.minecraft.entity.monster.DrownedEntity.GoToBeachGoal
net.minecraft.entity.monster.EntityDrowned.AIGoToWater,net.minecraft.entity.monster.DrownedEntity.GoToWaterGoal
net.minecraft.entity.monster.EntityDrowned.AISwimUp,net.minecraft.entity.monster.DrownedEntity.SwimUpGoal
net.minecraft.entity.monster.EntityDrowned.AITridentAttack,net.minecraft.entity.monster.DrownedEntity.TridentAttackGoal
net.minecraft.entity.monster.EntityDrowned.MoveHelper,net.minecraft.entity.monster.DrownedEntity.MoveHelperController
net.minecraft.entity.monster.EntityElderGuardian,net.minecraft.entity.monster.ElderGuardianEntity
net.minecraft.entity.monster.EntityEnderman,net.minecraft.entity.monster.EndermanEntity
net.minecraft.entity.monster.EntityEnderman.AIFindPlayer,net.minecraft.entity.monster.EndermanEntity.FindPlayerGoal
net.minecraft.entity.monster.EntityEnderman.AIPlaceBlock,net.minecraft.entity.monster.EndermanEntity.PlaceBlockGoal
net.minecraft.entity.monster.EntityEnderman.AIStare,net.minecraft.entity.monster.EndermanEntity.StareGoal
net.minecraft.entity.monster.EntityEnderman.AITakeBlock,net.minecraft.entity.monster.EndermanEntity.TakeBlockGoal
net.minecraft.entity.monster.EntityEndermite,net.minecraft.entity.monster.EndermiteEntity
net.minecraft.entity.monster.EntityEvoker,net.minecraft.entity.monster.EvokerEntity
net.minecraft.entity.monster.EntityEvoker.AIAttackSpell,net.minecraft.entity.monster.EvokerEntity.AttackSpellGoal
net.minecraft.entity.monster.EntityEvoker.AICastingSpell,net.minecraft.entity.monster.EvokerEntity.CastingSpellGoal
net.minecraft.entity.monster.EntityEvoker.AISummonSpell,net.minecraft.entity.monster.EvokerEntity.SummonSpellGoal
net.minecraft.entity.monster.EntityEvoker.AIWololoSpell,net.minecraft.entity.monster.EvokerEntity.WololoSpellGoal
net.minecraft.entity.monster.EntityGhast,net.minecraft.entity.monster.GhastEntity
net.minecraft.entity.monster.EntityGhast.AIFireballAttack,net.minecraft.entity.monster.GhastEntity.FireballAttackGoal
net.minecraft.entity.monster.EntityGhast.AILookAround,net.minecraft.entity.monster.GhastEntity.LookAroundGoal
net.minecraft.entity.monster.EntityGhast.AIRandomFly,net.minecraft.entity.monster.GhastEntity.RandomFlyGoal
net.minecraft.entity.monster.EntityGhast.GhastMoveHelper,net.minecraft.entity.monster.GhastEntity.MoveHelperController
net.minecraft.entity.monster.EntityGiantZombie,net.minecraft.entity.monster.GiantEntity
net.minecraft.entity.monster.EntityGolem,net.minecraft.entity.passive.GolemEntity
net.minecraft.entity.monster.EntityGuardian,net.minecraft.entity.monster.GuardianEntity
net.minecraft.entity.monster.EntityGuardian.AIGuardianAttack,net.minecraft.entity.monster.GuardianEntity.AttackGoal
net.minecraft.entity.monster.EntityGuardian.GuardianMoveHelper,net.minecraft.entity.monster.GuardianEntity.MoveHelperController
net.minecraft.entity.monster.EntityGuardian.GuardianTargetSelector,net.minecraft.entity.monster.GuardianEntity.TargetPredicate
net.minecraft.entity.monster.EntityHusk,net.minecraft.entity.monster.HuskEntity
net.minecraft.entity.monster.EntityIllusionIllager,net.minecraft.entity.monster.IllusionerEntity
net.minecraft.entity.monster.EntityIllusionIllager.AIBlindnessSpell,net.minecraft.entity.monster.IllusionerEntity.BlindnessSpellGoal
net.minecraft.entity.monster.EntityIllusionIllager.AIMirriorSpell,net.minecraft.entity.monster.IllusionerEntity.MirrorSpellGoal
net.minecraft.entity.monster.EntityIronGolem,net.minecraft.entity.passive.IronGolemEntity
net.minecraft.entity.monster.EntityMagmaCube,net.minecraft.entity.monster.MagmaCubeEntity
net.minecraft.entity.monster.EntityMob,net.minecraft.entity.monster.MonsterEntity
net.minecraft.entity.monster.EntityPatroller,net.minecraft.entity.monster.PatrollerEntity
net.minecraft.entity.monster.EntityPatroller.AIPatrol,net.minecraft.entity.monster.PatrollerEntity.PatrolGoal
net.minecraft.entity.monster.EntityPhantom,net.minecraft.entity.monster.PhantomEntity
net.minecraft.entity.monster.EntityPhantom.AIAttackPlayer,net.minecraft.entity.monster.PhantomEntity.AttackPlayerGoal
net.minecraft.entity.monster.EntityPhantom.AIMove,net.minecraft.entity.monster.PhantomEntity.MoveGoal
net.minecraft.entity.monster.EntityPhantom.AIOrbitPoint,net.minecraft.entity.monster.PhantomEntity.OrbitPointGoal
net.minecraft.entity.monster.EntityPhantom.AIPickAttack,net.minecraft.entity.monster.PhantomEntity.PickAttackGoal
net.minecraft.entity.monster.EntityPhantom.AISweepAttack,net.minecraft.entity.monster.PhantomEntity.SweepAttackGoal
net.minecraft.entity.monster.EntityPhantom.AttackPhase,net.minecraft.entity.monster.PhantomEntity.AttackPhase
net.minecraft.entity.monster.EntityPhantom.BodyHelper,net.minecraft.entity.monster.PhantomEntity.BodyHelperController
net.minecraft.entity.monster.EntityPhantom.LookHelper,net.minecraft.entity.monster.PhantomEntity.LookHelperController
net.minecraft.entity.monster.EntityPhantom.MoveHelper,net.minecraft.entity.monster.PhantomEntity.MoveHelperController
net.minecraft.entity.monster.EntityPigZombie,net.minecraft.entity.monster.ZombiePigmanEntity
net.minecraft.entity.monster.EntityPigZombie.AIHurtByAggressor,net.minecraft.entity.monster.ZombiePigmanEntity.HurtByAggressorGoal
net.minecraft.entity.monster.EntityPigZombie.AITargetAggressor,net.minecraft.entity.monster.ZombiePigmanEntity.TargetAggressorGoal
net.minecraft.entity.monster.EntityPillager,net.minecraft.entity.monster.PillagerEntity
net.minecraft.entity.monster.EntityPolarBear,net.minecraft.entity.passive.PolarBearEntity
net.minecraft.entity.monster.EntityPolarBear.AIAttackPlayer,net.minecraft.entity.passive.PolarBearEntity.AttackPlayerGoal
net.minecraft.entity.monster.EntityPolarBear.AIHurtByTarget,net.minecraft.entity.passive.PolarBearEntity.HurtByTargetGoal
net.minecraft.entity.monster.EntityPolarBear.AIMeleeAttack,net.minecraft.entity.passive.PolarBearEntity.MeleeAttackGoal
net.minecraft.entity.monster.EntityPolarBear.AIPanic,net.minecraft.entity.passive.PolarBearEntity.PanicGoal
net.minecraft.entity.monster.EntityPolarBear.GroupData,net.minecraft.entity.passive.PolarBearEntity.GroupData
net.minecraft.entity.monster.EntityRaider,net.minecraft.entity.monster.AbstractRaiderEntity
net.minecraft.entity.monster.EntityRaider.AICelebrateRaidLoss,net.minecraft.entity.monster.AbstractRaiderEntity.CelebrateRaidLossGoal
net.minecraft.entity.monster.EntityRaider.AIFindTarget,net.minecraft.entity.monster.AbstractRaiderEntity.FindTargetGoal
net.minecraft.entity.monster.EntityRaider.AIInvadeHome,net.minecraft.entity.monster.AbstractRaiderEntity.InvadeHomeGoal
net.minecraft.entity.monster.EntityRaider.AIPromoteLeader,net.minecraft.entity.monster.AbstractRaiderEntity.PromoteLeaderGoal
net.minecraft.entity.monster.EntityRavager,net.minecraft.entity.monster.RavagerEntity
net.minecraft.entity.monster.EntityRavager.AIAttack,net.minecraft.entity.monster.RavagerEntity.AttackGoal
net.minecraft.entity.monster.EntityRavager.Navigator,net.minecraft.entity.monster.RavagerEntity.Navigator
net.minecraft.entity.monster.EntityRavager.NodeProcessor,net.minecraft.entity.monster.RavagerEntity.Processor
net.minecraft.entity.monster.EntityShulker,net.minecraft.entity.monster.ShulkerEntity
net.minecraft.entity.monster.EntityShulker.AIAttack,net.minecraft.entity.monster.ShulkerEntity.AttackGoal
net.minecraft.entity.monster.EntityShulker.AIAttackNearest,net.minecraft.entity.monster.ShulkerEntity.AttackNearestGoal
net.minecraft.entity.monster.EntityShulker.AIDefenseAttack,net.minecraft.entity.monster.ShulkerEntity.DefenseAttackGoal
net.minecraft.entity.monster.EntityShulker.AIPeek,net.minecraft.entity.monster.ShulkerEntity.PeekGoal
net.minecraft.entity.monster.EntityShulker.BodyHelper,net.minecraft.entity.monster.ShulkerEntity.BodyHelperController
net.minecraft.entity.monster.EntitySilverfish,net.minecraft.entity.monster.SilverfishEntity
net.minecraft.entity.monster.EntitySilverfish.AIHideInStone,net.minecraft.entity.monster.SilverfishEntity.HideInStoneGoal
net.minecraft.entity.monster.EntitySilverfish.AISummonSilverfish,net.minecraft.entity.monster.SilverfishEntity.SummonSilverfishGoal
net.minecraft.entity.monster.EntitySkeleton,net.minecraft.entity.monster.SkeletonEntity
net.minecraft.entity.monster.EntitySlime,net.minecraft.entity.monster.SlimeEntity
net.minecraft.entity.monster.EntitySlime.AISlimeAttack,net.minecraft.entity.monster.SlimeEntity.AttackGoal
net.minecraft.entity.monster.EntitySlime.AISlimeFaceRandom,net.minecraft.entity.monster.SlimeEntity.FaceRandomGoal
net.minecraft.entity.monster.EntitySlime.AISlimeFloat,net.minecraft.entity.monster.SlimeEntity.FloatGoal
net.minecraft.entity.monster.EntitySlime.AISlimeHop,net.minecraft.entity.monster.SlimeEntity.HopGoal
net.minecraft.entity.monster.EntitySlime.SlimeMoveHelper,net.minecraft.entity.monster.SlimeEntity.MoveHelperController
net.minecraft.entity.monster.EntitySnowman,net.minecraft.entity.passive.SnowGolemEntity
net.minecraft.entity.monster.EntitySpellcasterIllager,net.minecraft.entity.monster.SpellcastingIllagerEntity
net.minecraft.entity.monster.EntitySpellcasterIllager.AICastingApell,net.minecraft.entity.monster.SpellcastingIllagerEntity.CastingASpellGoal
net.minecraft.entity.monster.EntitySpellcasterIllager.AIUseSpell,net.minecraft.entity.monster.SpellcastingIllagerEntity.UseSpellGoal
net.minecraft.entity.monster.EntitySpellcasterIllager.SpellType,net.minecraft.entity.monster.SpellcastingIllagerEntity.SpellType
net.minecraft.entity.monster.EntitySpider,net.minecraft.entity.monster.SpiderEntity
net.minecraft.entity.monster.EntitySpider.AISpiderAttack,net.minecraft.entity.monster.SpiderEntity.AttackGoal
net.minecraft.entity.monster.EntitySpider.AISpiderTarget,net.minecraft.entity.monster.SpiderEntity.TargetGoal
net.minecraft.entity.monster.EntitySpider.GroupData,net.minecraft.entity.monster.SpiderEntity.GroupData
net.minecraft.entity.monster.EntityStray,net.minecraft.entity.monster.StrayEntity
net.minecraft.entity.monster.EntityVex,net.minecraft.entity.monster.VexEntity
net.minecraft.entity.monster.EntityVex.AIChargeAttack,net.minecraft.entity.monster.VexEntity.ChargeAttackGoal
net.minecraft.entity.monster.EntityVex.AICopyOwnerTarget,net.minecraft.entity.monster.VexEntity.CopyOwnerTargetGoal
net.minecraft.entity.monster.EntityVex.AIMoveControl,net.minecraft.entity.monster.VexEntity.MoveHelperController
net.minecraft.entity.monster.EntityVex.AIMoveRandom,net.minecraft.entity.monster.VexEntity.MoveRandomGoal
net.minecraft.entity.monster.EntityVindicator,net.minecraft.entity.monster.VindicatorEntity
net.minecraft.entity.monster.EntityVindicator.AIAttack,net.minecraft.entity.monster.VindicatorEntity.AttackGoal
net.minecraft.entity.monster.EntityVindicator.AIBreakDoor,net.minecraft.entity.monster.VindicatorEntity.BreakDoorGoal
net.minecraft.entity.monster.EntityVindicator.AIJohnnyAttack,net.minecraft.entity.monster.VindicatorEntity.JohnnyAttackGoal
net.minecraft.entity.monster.EntityWitch,net.minecraft.entity.monster.WitchEntity
net.minecraft.entity.monster.EntityWitherSkeleton,net.minecraft.entity.monster.WitherSkeletonEntity
net.minecraft.entity.monster.EntityZombie,net.minecraft.entity.monster.ZombieEntity
net.minecraft.entity.monster.EntityZombie.AIAttackTurtleEgg,net.minecraft.entity.monster.ZombieEntity.AttackTurtleEggGoal
net.minecraft.entity.monster.EntityZombie.GroupData,net.minecraft.entity.monster.ZombieEntity.GroupData
net.minecraft.entity.monster.EntityZombieVillager,net.minecraft.entity.monster.ZombieVillagerEntity
net.minecraft.entity.passive.AbstractChestHorse,net.minecraft.entity.passive.horse.AbstractChestedHorseEntity
net.minecraft.entity.passive.AbstractFish,net.minecraft.entity.passive.fish.AbstractFishEntity
net.minecraft.entity.passive.AbstractFish.AISwim,net.minecraft.entity.passive.fish.AbstractFishEntity.SwimGoal
net.minecraft.entity.passive.AbstractFish.MoveHelper,net.minecraft.entity.passive.fish.AbstractFishEntity.MoveHelperController
net.minecraft.entity.passive.AbstractGroupFish,net.minecraft.entity.passive.fish.AbstractGroupFishEntity
net.minecraft.entity.passive.AbstractGroupFish.GroupData,net.minecraft.entity.passive.fish.AbstractGroupFishEntity.GroupData
net.minecraft.entity.passive.AbstractHorse,net.minecraft.entity.passive.horse.AbstractHorseEntity
net.minecraft.entity.passive.EntityAmbientCreature,net.minecraft.entity.passive.AmbientEntity
net.minecraft.entity.passive.EntityAnimal,net.minecraft.entity.passive.AnimalEntity
net.minecraft.entity.passive.EntityBat,net.minecraft.entity.passive.BatEntity
net.minecraft.entity.passive.EntityCat,net.minecraft.entity.passive.CatEntity
net.minecraft.entity.passive.EntityCat.AIAvoidPlayer,net.minecraft.entity.passive.CatEntity.AvoidPlayerGoal
net.minecraft.entity.passive.EntityCat.AIMorningGift,net.minecraft.entity.passive.CatEntity.MorningGiftGoal
net.minecraft.entity.passive.EntityCat.AITempt,net.minecraft.entity.passive.CatEntity.TemptGoal
net.minecraft.entity.passive.EntityChicken,net.minecraft.entity.passive.ChickenEntity
net.minecraft.entity.passive.EntityCod,net.minecraft.entity.passive.fish.CodEntity
net.minecraft.entity.passive.EntityCow,net.minecraft.entity.passive.CowEntity
net.minecraft.entity.passive.EntityDolphin,net.minecraft.entity.passive.DolphinEntity
net.minecraft.entity.passive.EntityDolphin.AIPlayWithItems,net.minecraft.entity.passive.DolphinEntity.PlayWithItemsGoal
net.minecraft.entity.passive.EntityDolphin.AISwimToTreasure,net.minecraft.entity.passive.DolphinEntity.SwimToTreasureGoal
net.minecraft.entity.passive.EntityDolphin.AISwimWithPlayer,net.minecraft.entity.passive.DolphinEntity.SwimWithPlayerGoal
net.minecraft.entity.passive.EntityDolphin.MoveHelper,net.minecraft.entity.passive.DolphinEntity.MoveHelperController
net.minecraft.entity.passive.EntityDonkey,net.minecraft.entity.passive.horse.DonkeyEntity
net.minecraft.entity.passive.EntityFox,net.minecraft.entity.passive.FoxEntity
net.minecraft.entity.passive.EntityFox.AIBase,net.minecraft.entity.passive.FoxEntity.BaseGoal
net.minecraft.entity.passive.EntityFox.AIBite,net.minecraft.entity.passive.FoxEntity.BiteGoal
net.minecraft.entity.passive.EntityFox.AIEatBerries,net.minecraft.entity.passive.FoxEntity.EatBerriesGoal
net.minecraft.entity.passive.EntityFox.AIFindItems,net.minecraft.entity.passive.FoxEntity.FindItemsGoal
net.minecraft.entity.passive.EntityFox.AIFindShelter,net.minecraft.entity.passive.FoxEntity.FindShelterGoal
net.minecraft.entity.passive.EntityFox.AIFollow,net.minecraft.entity.passive.FoxEntity.FollowGoal
net.minecraft.entity.passive.EntityFox.AIFollowTarget,net.minecraft.entity.passive.FoxEntity.FollowTargetGoal
net.minecraft.entity.passive.EntityFox.AIJump,net.minecraft.entity.passive.FoxEntity.JumpGoal
net.minecraft.entity.passive.EntityFox.AIMate,net.minecraft.entity.passive.FoxEntity.MateGoal
net.minecraft.entity.passive.EntityFox.AIPanic,net.minecraft.entity.passive.FoxEntity.PanicGoal
net.minecraft.entity.passive.EntityFox.AIPounce,net.minecraft.entity.passive.FoxEntity.PounceGoal
net.minecraft.entity.passive.EntityFox.AIRevenge,net.minecraft.entity.passive.FoxEntity.RevengeGoal
net.minecraft.entity.passive.EntityFox.AISitAndLook,net.minecraft.entity.passive.FoxEntity.SitAndLookGoal
net.minecraft.entity.passive.EntityFox.AISleep,net.minecraft.entity.passive.FoxEntity.SleepGoal
net.minecraft.entity.passive.EntityFox.AIStroll,net.minecraft.entity.passive.FoxEntity.StrollGoal
net.minecraft.entity.passive.EntityFox.AISwim,net.minecraft.entity.passive.FoxEntity.SwimGoal
net.minecraft.entity.passive.EntityFox.AIWatch,net.minecraft.entity.passive.FoxEntity.WatchGoal
net.minecraft.entity.passive.EntityFox.AlertablePredicate,net.minecraft.entity.passive.FoxEntity.AlertablePredicate
net.minecraft.entity.passive.EntityFox.LookHelper,net.minecraft.entity.passive.FoxEntity.LookHelperController
net.minecraft.entity.passive.EntityFox.MoveHelper,net.minecraft.entity.passive.FoxEntity.MoveHelperController
net.minecraft.entity.passive.EntityFox.PackData,net.minecraft.entity.passive.FoxEntity.FoxData
net.minecraft.entity.passive.EntityFox.Type,net.minecraft.entity.passive.FoxEntity.Type
net.minecraft.entity.passive.EntityHorse,net.minecraft.entity.passive.horse.HorseEntity
net.minecraft.entity.passive.EntityHorse.GroupData,net.minecraft.entity.passive.horse.HorseEntity.HorseData
net.minecraft.entity.passive.EntityLlama,net.minecraft.entity.passive.horse.LlamaEntity
net.minecraft.entity.passive.EntityLlama.AIDefendTarget,net.minecraft.entity.passive.horse.LlamaEntity.DefendTargetGoal
net.minecraft.entity.passive.EntityLlama.AIHurtByTarget,net.minecraft.entity.passive.horse.LlamaEntity.HurtByTargetGoal
net.minecraft.entity.passive.EntityLlama.GroupData,net.minecraft.entity.passive.horse.LlamaEntity.LlamaData
net.minecraft.entity.passive.EntityMooshroom,net.minecraft.entity.passive.MooshroomEntity
net.minecraft.entity.passive.EntityMooshroom.Type,net.minecraft.entity.passive.MooshroomEntity.Type
net.minecraft.entity.passive.EntityMule,net.minecraft.entity.passive.horse.MuleEntity
net.minecraft.entity.passive.EntityOcelot,net.minecraft.entity.passive.OcelotEntity
net.minecraft.entity.passive.EntityOcelot.AIAvoidEntity,net.minecraft.entity.passive.OcelotEntity.AvoidEntityGoal
net.minecraft.entity.passive.EntityOcelot.AITempt,net.minecraft.entity.passive.OcelotEntity.TemptGoal
net.minecraft.entity.passive.EntityPanda,net.minecraft.entity.passive.PandaEntity
net.minecraft.entity.passive.EntityPanda.AIAttack,net.minecraft.entity.passive.PandaEntity.AttackGoal
net.minecraft.entity.passive.EntityPanda.AIAvoid,net.minecraft.entity.passive.PandaEntity.AvoidGoal
net.minecraft.entity.passive.EntityPanda.AIChildPlay,net.minecraft.entity.passive.PandaEntity.ChildPlayGoal
net.minecraft.entity.passive.EntityPanda.AILieBack,net.minecraft.entity.passive.PandaEntity.LieBackGoal
net.minecraft.entity.passive.EntityPanda.AIMate,net.minecraft.entity.passive.PandaEntity.MateGoal
net.minecraft.entity.passive.EntityPanda.AIPanic,net.minecraft.entity.passive.PandaEntity.PanicGoal
net.minecraft.entity.passive.EntityPanda.AIRevenge,net.minecraft.entity.passive.PandaEntity.RevengeGoal
net.minecraft.entity.passive.EntityPanda.AIRoll,net.minecraft.entity.passive.PandaEntity.RollGoal
net.minecraft.entity.passive.EntityPanda.AISit,net.minecraft.entity.passive.PandaEntity.SitGoal
net.minecraft.entity.passive.EntityPanda.AIWatch,net.minecraft.entity.passive.PandaEntity.WatchGoal
net.minecraft.entity.passive.EntityPanda.MoveHelper,net.minecraft.entity.passive.PandaEntity.MoveHelperController
net.minecraft.entity.passive.EntityPanda.Type,net.minecraft.entity.passive.PandaEntity.Type
net.minecraft.entity.passive.EntityParrot,net.minecraft.entity.passive.ParrotEntity
net.minecraft.entity.passive.EntityPig,net.minecraft.entity.passive.PigEntity
net.minecraft.entity.passive.EntityPufferFish,net.minecraft.entity.passive.fish.PufferfishEntity
net.minecraft.entity.passive.EntityPufferFish.AIPuff,net.minecraft.entity.passive.fish.PufferfishEntity.PuffGoal
net.minecraft.entity.passive.EntityRabbit,net.minecraft.entity.passive.RabbitEntity
net.minecraft.entity.passive.EntityRabbit.AIAvoidEntity,net.minecraft.entity.passive.RabbitEntity.AvoidEntityGoal
net.minecraft.entity.passive.EntityRabbit.AIEvilAttack,net.minecraft.entity.passive.RabbitEntity.EvilAttackGoal
net.minecraft.entity.passive.EntityRabbit.AIPanic,net.minecraft.entity.passive.RabbitEntity.PanicGoal
net.minecraft.entity.passive.EntityRabbit.AIRaidFarm,net.minecraft.entity.passive.RabbitEntity.RaidFarmGoal
net.minecraft.entity.passive.EntityRabbit.RabbitJumpHelper,net.minecraft.entity.passive.RabbitEntity.JumpHelperController
net.minecraft.entity.passive.EntityRabbit.RabbitMoveHelper,net.minecraft.entity.passive.RabbitEntity.MoveHelperController
net.minecraft.entity.passive.EntityRabbit.RabbitTypeData,net.minecraft.entity.passive.RabbitEntity.RabbitData
net.minecraft.entity.passive.EntitySalmon,net.minecraft.entity.passive.fish.SalmonEntity
net.minecraft.entity.passive.EntitySheep,net.minecraft.entity.passive.SheepEntity
net.minecraft.entity.passive.EntityShoulderRiding,net.minecraft.entity.passive.ShoulderRidingEntity
net.minecraft.entity.passive.EntitySkeletonHorse,net.minecraft.entity.passive.horse.SkeletonHorseEntity
net.minecraft.entity.passive.EntitySquid,net.minecraft.entity.passive.SquidEntity
net.minecraft.entity.passive.EntitySquid.AIFlee,net.minecraft.entity.passive.SquidEntity.FleeGoal
